,type,title,director,country,date_added,release_year,rating,duration,Action & Adventure,Anime Features,Anime Series,British TV Shows,Children & Family Movies,Classic & Cult TV,Classic Movies,Comedies,Crime TV Shows,Cult Movies,Documentaries,Docuseries,Dramas,Faith & Spirituality,Horror Movies,Independent Movies,International Movies,International TV Shows,Kids' TV,Korean TV Shows,LGBTQ Movies,Movies,Music & Musicals,Reality TV,Romantic Movies,Romantic TV Shows,Sci-Fi & Fantasy,Science & Nature TV,Spanish-Language TV Shows,Sports Movies,Stand-Up Comedy,Stand-Up Comedy & Talk Shows,TV Action & Adventure,TV Comedies,TV Dramas,TV Horror,TV Mysteries,TV Sci-Fi & Fantasy,TV Shows,TV Thrillers,Teen TV Shows,Thrillers
95,TV Show,The Circle,Unknown,"United States, United Kingdom","September 8, 2021",2021,TV-MA,3 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,United States,"September 7, 2021",2018,TV-MA,97 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,TV Show,Kid Cosmic,Unknown,United States,"September 7, 2021",2021,TV-Y7,2 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
98,TV Show,Octonauts: Above & Beyond,Unknown,United Kingdom,"September 7, 2021",2021,TV-Y,1 Season,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,TV Show,On the Verge,Unknown,"France, United States","September 7, 2021",2021,TV-MA,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
100,TV Show,Tobot Galaxy Detectives,Unknown,Unknown,"September 7, 2021",2019,TV-Y7,2 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",United States,"September 7, 2021",2021,TV-MA,80 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,TV Show,Countdown: Inspiration4 Mission to Space,Jason Hehir,Unknown,"September 6, 2021",2021,TV-14,1 Season,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Movie,Shadow Parties,Yemi Amodu,Unknown,"September 6, 2021",2020,TV-MA,117 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,TV Show,Tayo the Little Bus,Unknown,South Korea,"September 6, 2021",2016,TV-Y,2 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Movie,Angamaly Diaries,Lijo Jose Pellissery,India,"September 5, 2021",2017,TV-14,128 min,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,TV Show,Bunk'd,Unknown,United States,"September 5, 2021",2021,TV-G,5 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,Movie,A Champion Heart,David de Vos,United States,"September 4, 2021",2018,G,90 min,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,TV Show,Dive Club,Unknown,Australia,"September 3, 2021",2021,TV-G,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
109,TV Show,La casa de papel,Unknown,Spain,"September 3, 2021",2021,TV-MA,5 Seasons,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110,TV Show,Money Heist: From Tokyo to Berlin,"Luis Alfaro, Javier Gómez Santander",Unknown,"September 3, 2021",2021,TV-MA,1 Season,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,TV Show,Sharkdog,Unknown,"United States, Singapore","September 3, 2021",2021,TV-Y,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Movie,Worth,Sara Colangelo,Unknown,"September 3, 2021",2021,PG-13,119 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Movie,Afterlife of the Party,Stephen Herek,Unknown,"September 2, 2021",2021,TV-PG,110 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Movie,Anjaam,Rahul Rawail,India,"September 2, 2021",1994,TV-14,143 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,Movie,Bright Star,Jane Campion,"United Kingdom, Australia, France","September 2, 2021",2009,PG,119 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Movie,Dhanak,Nagesh Kukunoor,India,"September 2, 2021",2015,TV-PG,114 min,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Movie,Final Account,Luke Holland,"United Kingdom, United States","September 2, 2021",2021,PG-13,94 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Movie,Gurgaon,Shanker Raman,India,"September 2, 2021",2017,TV-14,106 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,Movie,Here and There,JP Habac,Unknown,"September 2, 2021",2020,TV-MA,99 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,TV Show,Heroes of Goo Jit Zu,Unknown,Australia,"September 2, 2021",2021,TV-Y7,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,TV Show,Hotel Del Luna,Unknown,Unknown,"September 2, 2021",2019,TV-14,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122,Movie,In the Cut,Jane Campion,"United Kingdom, Australia, France, United States","September 2, 2021",2003,R,118 min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,TV Show,Luv Kushh,Unknown,Unknown,"September 2, 2021",2012,TV-Y7,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,TV Show,Pororo - The Little Penguin,Unknown,South Korea,"September 2, 2021",2013,TV-Y7,3 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,TV Show,Q-Force,Unknown,United States,"September 2, 2021",2021,TV-MA,1 Season,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
126,Movie,Shikara,Vidhu Vinod Chopra,India,"September 2, 2021",2020,TV-14,115 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Movie,A Cinderella Story,Mark Rosman,"United States, Canada","September 1, 2021",2004,PG,95 min,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Movie,Agatha Christie's Crooked House,Gilles Paquet-Brenner,Unknown,"September 1, 2021",2017,PG-13,115 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,Movie,An Unfinished Life,Lasse Hallström,"Germany, United States","September 1, 2021",2005,PG-13,108 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Movie,Barbie Big City Big Dreams,Scott Pleydell-Pearce,Unknown,"September 1, 2021",2021,TV-Y,63 min,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Movie,Blade Runner: The Final Cut,Ridley Scott,United States,"September 1, 2021",1982,R,117 min,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,TV Show,Brave Animated Series,Unknown,Unknown,"September 1, 2021",2021,TV-MA,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
133,Movie,Chappie,Neill Blomkamp,"South Africa, United States","September 1, 2021",2015,R,121 min,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Movie,Clear and Present Danger,Phillip Noyce,"United States, Mexico","September 1, 2021",1994,PG-13,142 min,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Movie,Cliffhanger,Renny Harlin,"United States, Italy, France, Japan","September 1, 2021",1993,R,113 min,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Movie,Cold Mountain,Anthony Minghella,"United States, Italy, Romania, United Kingdom","September 1, 2021",2003,R,154 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Movie,Crocodile Dundee in Los Angeles,Simon Wincer,"Australia, United States","September 1, 2021",2001,PG,95 min,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Movie,Dear John,Lasse Hallström,United States,"September 1, 2021",2010,PG-13,108 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Movie,Do the Right Thing,Spike Lee,United States,"September 1, 2021",1989,R,120 min,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Movie,"El patrón, radiografía de un crimen",Sebastián Schindel,"Argentina, Venezuela","September 1, 2021",2014,TV-MA,100 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,Movie,Extraction,Steven C. Miller,"United States, United Kingdom, Canada","September 1, 2021",2015,R,82 min,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Movie,Freedom Writers,Richard LaGravenese,"Germany, United States","September 1, 2021",2007,PG-13,124 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Movie,Green Lantern,Martin Campbell,United States,"September 1, 2021",2011,PG-13,114 min,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Movie,House Party,Reginald Hudlin,United States,"September 1, 2021",1990,R,104 min,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Movie,House Party 2,"George Jackson, Doug McHenry",United States,"September 1, 2021",1991,R,94 min,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Movie,House Party 3,Eric Meza,United States,"September 1, 2021",1994,R,94 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,TV Show,How to Be a Cowboy,Unknown,Unknown,"September 1, 2021",2021,TV-PG,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,TV Show,HQ Barbers,Gerhard Mostert,Unknown,"September 1, 2021",2020,TV-14,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
149,Movie,I Got the Hook Up,Michael Martin,United States,"September 1, 2021",1998,R,93 min,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Movie,In Too Deep,Michael Rymer,United States,"September 1, 2021",1999,R,97 min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,Movie,Initial D,"Andrew Lau Wai-keung, Alan Mak","China, Hong Kong","September 1, 2021",2005,TV-14,109 min,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Movie,Janoskians: Untold and Untrue,Brett Weiner,United States,"September 1, 2021",2016,TV-MA,88 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,TV Show,Kid-E-Cats,Unknown,Russia,"September 1, 2021",2016,TV-Y,2 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,TV Show,Kuroko's Basketball,Unknown,Japan,"September 1, 2021",2015,TV-MA,3 Seasons,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
155,Movie,Labyrinth,Jim Henson,"United Kingdom, United States","September 1, 2021",1986,PG,101 min,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Movie,Letters to Juliet,Gary Winick,United States,"September 1, 2021",2010,PG,105 min,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Movie,Level 16,Danishka Esterhazy,Canada,"September 1, 2021",2018,TV-14,102 min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,Movie,Love Don't Cost a Thing,Troy Byer,United States,"September 1, 2021",2003,PG-13,101 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Movie,Love in a Puff,Pang Ho-cheung,Hong Kong,"September 1, 2021",2010,TV-MA,103 min,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,TV Show,Major Dad,Unknown,United States,"September 1, 2021",1992,TV-PG,4 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
161,Movie,Mars Attacks!,Tim Burton,United States,"September 1, 2021",1996,PG-13,106 min,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Movie,Marshall,Reginald Hudlin,"United States, China, Hong Kong","September 1, 2021",2017,PG-13,118 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Movie,My Boss's Daughter,David Zucker,United States,"September 1, 2021",2003,R,86 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Movie,Mystery Men,Kinka Usher,United States,"September 1, 2021",1999,PG-13,121 min,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,TV Show,Oldsters,Unknown,Unknown,"September 1, 2021",2019,TV-MA,1 Season,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Movie,Once Upon a Time in America,Sergio Leone,"Italy, United States","September 1, 2021",1984,R,229 min,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Movie,Open Season 2,"Matthew O'Callaghan, Todd Wilderman","United States, Canada","September 1, 2021",2008,PG,76 min,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Movie,Osmosis Jones,"Bobby Farrelly, Peter Farrelly",United States,"September 1, 2021",2001,PG,95 min,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Movie,Poseidon,Wolfgang Petersen,United States,"September 1, 2021",2006,PG-13,98 min,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Movie,Rhyme & Reason,Peter Spirer,United States,"September 1, 2021",1997,R,89 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Movie,Same Kind of Different as Me,Michael Carney,United States,"September 1, 2021",2017,PG-13,120 min,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Movie,School of Rock,Richard Linklater,"United States, Germany","September 1, 2021",2003,PG-13,110 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Movie,Snervous Tyler Oakley,Amy Rice,United States,"September 1, 2021",2015,PG-13,83 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Movie,Tears of the Sun,Antoine Fuqua,United States,"September 1, 2021",2003,R,121 min,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Movie,The Blue Lagoon,Randal Kleiser,United States,"September 1, 2021",1980,R,105 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Movie,The Golden Child,Michael Ritchie,United States,"September 1, 2021",1986,PG-13,94 min,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Movie,The Guns of Navarone,J. Lee Thompson,"United Kingdom, United States","September 1, 2021",1961,TV-14,156 min,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Movie,The Interview,"Evan Goldberg, Seth Rogen",United States,"September 1, 2021",2014,R,112 min,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Movie,The Nutty Professor,Tom Shadyac,United States,"September 1, 2021",1996,PG-13,95 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Movie,The Nutty Professor II: The Klumps,Peter Segal,Unknown,"September 1, 2021",2000,PG-13,107 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,TV Show,Turning Point: 9/11 and the War on Terror,Unknown,Unknown,"September 1, 2021",2021,TV-14,1 Season,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,United States,"September 1, 2021",2008,PG-13,114 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Movie,In the Line of Fire,Wolfgang Petersen,United States,"August 31, 2021",1993,R,129 min,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,TV Show,Sparking Joy,Unknown,United States,"August 31, 2021",2021,TV-PG,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Movie,Untold: Crime & Penalties,"Chapman Way, Maclain Way",Unknown,"August 31, 2021",2021,TV-MA,86 min,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,TV Show,Hometown Cha-Cha-Cha,Unknown,Unknown,"August 29, 2021",2021,TV-14,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
187,TV Show,The Ingenuity of the Househusband,Unknown,Unknown,"August 29, 2021",2021,TV-G,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188,Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor",France,"August 28, 2021",2008,TV-MA,97 min,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,TV Show,Bread Barbershop,Unknown,Unknown,"August 28, 2021",2020,TV-Y,2 Seasons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,Movie,Thimmarusu,Sharan Koppisetty,India,"August 28, 2021",2021,TV-14,125 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Movie,Wind River,Taylor Sheridan,"United Kingdom, Canada, United States","August 28, 2021",2017,R,107 min,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Movie,C Kkompany,Sachin Yardi,India,"August 27, 2021",2008,TV-14,127 min,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,TV Show,D.P.,Unknown,", South Korea","August 27, 2021",2021,TV-MA,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194,TV Show,Deadly Sins,Unknown,Unknown,"August 27, 2021",2002,TV-MA,1 Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
195,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,India,"August 27, 2021",2008,TV-14,128 min,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
